address,network,netgroup,asn
65.21.83.117,ipv4,65.21.0.0/16,AS24940
2400:2410:d220:2900:4c29:1908:f5f7:f4a9,ipv6,2400:2410::/32,AS17676
93.218.101.167,ipv4,93.218.0.0/16,AS3320
202.65.65.248,ipv4,202.65.0.0/16,AS38195
83.57.78.47,ipv4,83.57.0.0/16,AS3352
::ffff:108.18.213.224,ipv6,::/32,AS701
74.96.173.221,ipv4,74.96.0.0/16,AS701
2600:1900:4000:4cc4::,ipv6,2600:1900::/32,AS15169
65.21.134.181,ipv4,65.21.0.0/16,AS24940
::ffff:2.86.104.222,ipv6,::/32,AS6799
2a01:4f9:4a:37e3::2,ipv6,2a01:4f9::/32,AS24940
65.109.85.139,ipv4,65.109.0.0/16,AS24940
15.236.122.186,ipv4,15.236.0.0/16,AS8987
2a01:4f8:241:5563::2,ipv6,2a01:4f8::/32,AS24940
::ffff:161.35.90.45,ipv6,::/32,AS14061
62.210.217.126,ipv4,62.210.0.0/16,AS12876
45.50.98.214,ipv4,45.50.0.0/16,AS20001
45.142.235.122,ipv4,45.142.0.0/16,AS206238
185.216.177.165,ipv4,185.216.0.0/16,AS197540
2a01:4f8:190:4026::2,ipv6,2a01:4f8::/32,AS24940
207.244.230.70,ipv4,207.244.0.0/16,AS40021
2a01:4f8:210:434f::2,ipv6,2a01:4f8::/32,AS24940
178.162.215.3,ipv4,178.162.0.0/16,AS28753
31.18.161.163,ipv4,31.18.0.0/16,AS3209
18.232.181.165,ipv4,18.232.0.0/16,AS8987
2a01:4f8:221:2057::2,ipv6,2a01:4f8::/32,AS24940
2001:41d0:800:4154::,ipv6,2001:41d0::/32,AS16276
66.85.130.202,ipv4,66.85.0.0/16,AS20454
3.68.109.55,ipv4,3.68.0.0/16,AS16509
118.208.6.235,ipv4,118.208.0.0/16,AS7545
2a03:b0c0:2:f0::23a:5001,ipv6,2a03:b0c0::/32,AS23470
173.209.44.34,ipv4,173.209.0.0/16,AS36666
2a03:4000:6:416c::43,ipv6,2a03:4000::/32,AS197540
45.137.90.55,ipv4,45.137.0.0/16,AS206238
79.184.183.39,ipv4,79.184.0.0/16,AS5617
71.246.200.60,ipv4,71.246.0.0/16,AS701
123.21.167.93,ipv4,123.21.0.0/16,AS45899
::ffff:79.32.5.125,ipv6,::/32,AS3269
42.112.81.89,ipv4,42.112.0.0/16,AS18403
83.76.37.107,ipv4,83.76.0.0/16,AS3303
::ffff:148.251.128.153,ipv6,::/32,AS24940
78.47.147.220,ipv4,78.47.0.0/16,AS24940
::ffff:110.169.33.164,ipv6,::/32,AS7470
194.5.159.197,ipv4,194.5.0.0/16,AS47583
2a01:4f9:1a:982c::2,ipv6,2a01:4f9::/32,AS24940
2a01:e0a:28a:7e30::b7c2:7691,ipv6,2a01:e0a::/32,AS9808
178.252.123.24,ipv4,178.252.0.0/16,AS42893
195.201.129.97,ipv4,195.201.0.0/16,AS24940
::ffff:65.108.132.180,ipv6,::/32,AS24940
138.68.63.63,ipv4,138.68.0.0/16,AS14061
142.54.181.218,ipv4,142.54.0.0/16,AS33387
116.202.17.184,ipv4,116.202.0.0/16,AS24940
::ffff:46.4.225.212,ipv6,::/32,AS24940
116.203.97.198,ipv4,116.203.0.0/16,AS24940
103.216.191.250,ipv4,103.216.0.0/16,AS134697
2a09:4c0:aee0:106:c3fa:1514:a4ca:c1b2,ipv6,2a09:4c0::/32,AS749
84.202.24.177,ipv4,84.202.0.0/16,AS2119
161.35.62.198,ipv4,161.35.0.0/16,AS14061
52.215.81.153,ipv4,52.215.0.0/16,AS8987
84.67.59.42,ipv4,84.67.0.0/16,AS5378
95.216.47.4,ipv4,95.216.0.0/16,AS24940
2a01:4f8:c2c:1d92::1,ipv6,2a01:4f8::/32,AS24940
2804:79f8:8c53:9600:2967:cc6e:4b63:e191,ipv6,2804:79f8::/32,AS6128
2a01:4f8:13a:1068::2,ipv6,2a01:4f8::/32,AS24940
18.177.140.23,ipv4,18.177.0.0/16,AS8987
2a03:b0c0:2:f0::126:7001,ipv6,2a03:b0c0::/32,AS38266
2804:248:fba8:e000:1c2d:8548:b38f:459e,ipv6,2804:248::/32,AS4230
2601:84:c800:6885:a5ba:8f3f:e0a2:2358,ipv6,2601:84::/32,AS7922
70.160.65.106,ipv4,70.160.0.0/16,AS22773
2a01:4f8:1c1e:e695::1,ipv6,2a01:4f8::/32,AS24940
95.216.101.237,ipv4,95.216.0.0/16,AS24940
2a01:4f9:2a:112d::2,ipv6,2a01:4f9::/32,AS24940
2607:5300:203:1112::,ipv6,2607:5300::/32,AS16276
5.253.18.218,ipv4,5.253.0.0/16,AS202602
::ffff:47.221.132.8,ipv6,::/32,AS19108
177.32.50.167,ipv4,177.32.0.0/16,AS28573
54.197.114.125,ipv4,54.197.0.0/16,AS8987
35.140.99.74,ipv4,35.140.0.0/16,AS33363
44.234.226.130,ipv4,44.234.0.0/16,AS8987
::ffff:72.198.21.41,ipv6,::/32,AS22773
::ffff:93.48.159.132,ipv6,::/32,AS12874
83.218.160.130,ipv4,83.218.0.0/16,AS31543
2a01:4f8:271:5fc3::2,ipv6,2a01:4f8::/32,AS24940
::ffff:84.243.234.99,ipv6,::/32,AS39647
81.132.10.143,ipv4,81.132.0.0/16,AS2856
2403:6200:8827:d11d:d88:7e6a:8b3e:c3bd,ipv6,2403:6200::/32,AS11214
2a01:e0a:bee:e800:7e16:c96a:86d6:b349,ipv6,2a01:e0a::/32,AS2060
167.179.133.208,ipv4,167.179.0.0/16,AS4764
47.245.29.37,ipv4,47.245.0.0/16,AS45102
139.59.70.163,ipv4,139.59.0.0/16,AS14061
2a01:4f8:221:3ad0::2,ipv6,2a01:4f8::/32,AS24940
24.30.24.36,ipv4,24.30.0.0/16,AS7725
178.154.222.104,ipv4,178.154.0.0/16,AS200350
45.118.135.72,ipv4,45.118.0.0/16,AS63949
2605:c000:2a0a:1::102,ipv6,2605:c000::/32,AS7393
2a01:4f8:10a:3a51::2,ipv6,2a01:4f8::/32,AS24940
191.176.16.166,ipv4,191.176.0.0/16,AS28573
8.219.199.204,ipv4,8.219.0.0/16,AS45102
51.75.144.202,ipv4,51.75.0.0/16,AS16276
35.170.55.36,ipv4,35.170.0.0/16,AS8987
80.174.57.17,ipv4,80.174.0.0/16,AS6739
81.106.103.172,ipv4,81.106.0.0/16,AS5089
2400:4050:84c2:f700:cad3:ffff:fea8:61ad,ipv6,2400:4050::/32,AS4713
52.215.3.157,ipv4,52.215.0.0/16,AS8987
2a01:e11:100c:70:6c75:2afc:5d71:a226,ipv6,2a01:e11::/32,AS39020
185.242.113.211,ipv4,185.242.0.0/16,AS48314
80.229.28.60,ipv4,80.229.0.0/16,AS6871
2a01:e11:0:c150:7197:48bb:9469:f062,ipv6,2a01:e11::/32,AS12322
24.162.59.153,ipv4,24.162.0.0/16,AS11427
104.56.98.232,ipv4,104.56.0.0/16,AS7018
::ffff:85.17.172.80,ipv6,::/32,AS60781
::ffff:85.118.207.197,ipv6,::/32,AS34941
3.84.216.246,ipv4,3.84.0.0/16,AS8987
69.8.175.201,ipv4,69.8.0.0/16,AS21766
51.15.142.74,ipv4,51.15.0.0/16,AS12876
2001:41d0:203:5b27::2de:eb2d,ipv6,2001:41d0::/32,AS5607
35.201.16.222,ipv4,35.201.0.0/16,AS396982
102.37.222.103,ipv4,102.37.0.0/16,AS8075
73.60.198.7,ipv4,73.60.0.0/16,AS7922
2a10:d200:1:33:a6bf:1ff:fe6a:46a9,ipv6,2a10:d200::/32,AS212323
84.118.177.128,ipv4,84.118.0.0/16,AS3209
::ffff:84.245.32.170,ipv6,::/32,AS25596
3.67.199.198,ipv4,3.67.0.0/16,AS16509
::ffff:82.31.238.10,ipv6,::/32,AS5089
93.218.7.78,ipv4,93.218.0.0/16,AS3320
::ffff:100.15.116.202,ipv6,::/32,AS701
45.135.232.75,ipv4,45.135.0.0/16,AS198953
159.89.114.136,ipv4,159.89.0.0/16,AS14061
18.188.224.185,ipv4,18.188.0.0/16,AS8987
88.99.164.179,ipv4,88.99.0.0/16,AS24940
125.227.178.68,ipv4,125.227.0.0/16,AS3462
139.130.41.82,ipv4,139.130.0.0/16,AS1221
::ffff:93.187.169.27,ipv6,::/32,AS3257
178.184.21.179,ipv4,178.184.0.0/16,AS12389
216.169.91.240,ipv4,216.169.0.0/16,AS26253
::ffff:145.239.134.39,ipv6,::/32,AS16276
108.49.232.210,ipv4,108.49.0.0/16,AS701
2001:41d0:2:8e67::,ipv6,2001:41d0::/32,AS16276
2a02:8109:86a0:2200::ae92,ipv6,2a02:8109::/32,AS3209
185.247.224.81,ipv4,185.247.0.0/16,AS200651
::ffff:192.3.11.20,ipv6,::/32,AS36352
2620:7:6001:40b8:ceb4:2489:665e:d101,ipv6,2620:7::/32,AS29465
2001:268:c20e:75b9:bd22:9072:7393:95a0,ipv6,2001:268::/32,AS9299
45.138.230.92,ipv4,45.138.0.0/16,AS206238
72.134.243.74,ipv4,72.134.0.0/16,AS20001
31.42.162.23,ipv4,31.42.0.0/16,AS49461
185.68.249.91,ipv4,185.68.0.0/16,AS51184
65.108.235.212,ipv4,65.108.0.0/16,AS24940
2a01:4f8:c012:14b2::1,ipv6,2a01:4f8::/32,AS24940
2607:5300:60:314c::1,ipv6,2607:5300::/32,AS16276
123.198.205.2,ipv4,123.198.0.0/16,AS2527
167.235.225.125,ipv4,167.235.0.0/16,AS24940
2604:2dc0:100:240f::1,ipv6,2604:2dc0::/32,AS16276
64.227.26.97,ipv4,64.227.0.0/16,AS14061
::ffff:78.47.106.229,ipv6,::/32,AS24940
68.148.77.80,ipv4,68.148.0.0/16,AS6327
3.87.177.152,ipv4,3.87.0.0/16,AS8987
95.76.177.15,ipv4,95.76.0.0/16,AS12302
206.166.251.12,ipv4,206.166.0.0/16,AS399629
2600:1900:4030:a25e::,ipv6,2600:1900::/32,AS15169
2001:470:8a71:2::200,ipv6,2001:470:8000::/36,AS6939
2001:41d0:a:6b4d::1,ipv6,2001:41d0::/32,AS16276
189.38.199.99,ipv4,189.38.0.0/16,AS19182
::ffff:103.86.45.203,ipv6,::/32,AS138195
185.181.230.117,ipv4,185.181.0.0/16,AS60602
139.99.208.19,ipv4,139.99.0.0/16,AS16276
94.61.211.16,ipv4,94.61.0.0/16,AS12353
2806:2f0:5026:fffc:9cc0:d405:2664:7e1f,ipv6,2806:2f0::/32,AS174
54.75.70.239,ipv4,54.75.0.0/16,AS8987
31.27.208.137,ipv4,31.27.0.0/16,AS30722
82.66.53.98,ipv4,82.66.0.0/16,AS12322
2a01:4f9:5a:116d:a68f::13f3,ipv6,2a01:4f9::/32,AS24940
2a12:5940:d4a0::2,ipv6,2a12:5940::/32,AS210644
71.223.17.251,ipv4,71.223.0.0/16,AS209
47.90.137.13,ipv4,47.90.0.0/16,AS45102
::ffff:194.5.157.78,ipv6,::/32,AS47583
2001:1af8:4020:a038:2::7,ipv6,2001:1af8::/32,AS60781
217.61.105.250,ipv4,217.61.0.0/16,AS200185
2604:2dc0:200:293::,ipv6,2604:2dc0::/32,AS16276
2600:1700:539e:b00f:5054:ff:fe1b:2913,ipv6,2600:1700::/32,AS7018
::ffff:99.32.27.69,ipv6,::/32,AS7018
194.61.3.139,ipv4,194.61.0.0/16,AS43263
78.21.214.225,ipv4,78.21.0.0/16,AS6848
179.225.223.200,ipv4,179.225.0.0/16,AS26599
::ffff:15.236.122.186,ipv6,::/32,AS8987
2a02:7b40:c3b5:f595::1,ipv6,2a02:7b40::/32,AS62282
87.144.242.110,ipv4,87.144.0.0/16,AS3320
66.85.133.182,ipv4,66.85.0.0/16,AS20454
2001:19f0:1000:18ad:5400:4ff:fe7a:fc08,ipv6,2001:19f0::/32,AS20473
37.120.187.97,ipv4,37.120.0.0/16,AS197540
159.223.104.232,ipv4,159.223.0.0/16,AS14061
216.232.33.24,ipv4,216.232.0.0/16,AS852
2001:41d0:800:2b9e::,ipv6,2001:41d0::/32,AS16276
61.239.172.179,ipv4,61.239.0.0/16,AS9381
87.104.57.147,ipv4,87.104.0.0/16,AS44869
65.108.79.221,ipv4,65.108.0.0/16,AS24940
::ffff:18.191.177.83,ipv6,::/32,AS8987
116.202.214.149,ipv4,116.202.0.0/16,AS24940
3.83.217.174,ipv4,3.83.0.0/16,AS8987
2a03:b0c0:3:d0::f5c:5001,ipv6,2a03:b0c0::/32,AS14061
77.182.166.168,ipv4,77.182.0.0/16,AS6805
::ffff:34.22.95.17,ipv6,::/32,AS396982
::ffff:47.250.129.151,ipv6,::/32,AS45102
68.183.75.251,ipv4,68.183.0.0/16,AS14061
2001:1608:1b:f9::1,ipv6,2001:1608::/32,AS31400
::ffff:163.172.84.134,ipv6,::/32,AS12876
65.21.142.118,ipv4,65.21.0.0/16,AS24940
50.110.224.29,ipv4,50.110.0.0/16,AS5650
2a01:4f8:c012:186b:bc10:5074:e777:2692,ipv6,2a01:4f8::/32,AS24940
145.239.236.37,ipv4,145.239.0.0/16,AS16276
177.104.88.155,ipv4,177.104.0.0/16,AS28258
85.208.69.13,ipv4,85.208.0.0/16,AS42275
::ffff:73.77.203.231,ipv6,::/32,AS7922
85.214.192.204,ipv4,85.214.0.0/16,AS6724
88.151.101.14,ipv4,88.151.0.0/16,AS41075
217.121.181.192,ipv4,217.121.0.0/16,AS33915
2001:ee0:475a:6900:5aa:7724:62c:9b23,ipv6,2001:ee0::/32,AS367
2600:1700:6b0:d200::ff,ipv6,2600:1700::/32,AS7018
2001:b07:6474:51d8:951:ad3c:d6a9:9fbc,ipv6,2001:b07::/32,AS721
::ffff:108.181.2.211,ipv6,::/32,AS40676
104.200.65.234,ipv4,104.200.0.0/16,AS27323
2a01:4f9:c010:c552::1,ipv6,2a01:4f9::/32,AS24940
2a02:7b40:50d1:e77e::1,ipv6,2a02:7b40::/32,AS62282
::ffff:71.70.177.10,ipv6,::/32,AS7843
88.99.0.123,ipv4,88.99.0.0/16,AS24940
2a01:4f9:6b:1609::2,ipv6,2a01:4f9::/32,AS24940
87.236.195.198,ipv4,87.236.0.0/16,AS35592
2400:6180:10:200::2c:b000,ipv6,2400:6180::/32,AS14061
158.101.139.58,ipv4,158.101.0.0/16,AS31898
124.148.38.178,ipv4,124.148.0.0/16,AS4739
165.227.118.77,ipv4,165.227.0.0/16,AS14061
::ffff:185.185.51.237,ipv6,::/32,AS49981
2a0a:31c0:100:0:888f:90ff:fe2c:761b,ipv6,2a0a:31c0::/32,AS62098
::ffff:66.183.51.42,ipv6,::/32,AS852
178.112.98.233,ipv4,178.112.0.0/16,AS25255
2a01:4f8:171:12c7::2,ipv6,2a01:4f8::/32,AS24940
77.101.78.39,ipv4,77.101.0.0/16,AS5089
2a02:c207:3006:3185::1,ipv6,2a02:c207::/32,AS51167
::ffff:34.97.40.102,ipv6,::/32,AS15169
2a02:247a:243:7b00::1,ipv6,2a02:247a::/32,AS8560
::ffff:71.143.237.97,ipv6,::/32,AS7018
186.212.221.197,ipv4,186.212.0.0/16,AS18881
18.182.5.241,ipv4,18.182.0.0/16,AS8987
::ffff:68.147.85.243,ipv6,::/32,AS6327
85.250.106.1,ipv4,85.250.0.0/16,AS1680
88.159.21.26,ipv4,88.159.0.0/16,AS1136
2a01:4f9:2a:309d::2,ipv6,2a01:4f9::/32,AS24940
::ffff:62.178.50.92,ipv6,::/32,AS8412
2a02:2f0a:410e:f100:b2d8:1f3f:bd:f338,ipv6,2a02:2f0a::/32,AS8708
2001:bc8:399f:f000::1,ipv6,2001:bc8::/32,AS12876
96.3.53.254,ipv4,96.3.0.0/16,AS11232
94.23.247.135,ipv4,94.23.0.0/16,AS16276
148.72.144.238,ipv4,148.72.0.0/16,AS8972
223.166.74.92,ipv4,223.166.0.0/16,AS17621
109.248.251.140,ipv4,109.248.0.0/16,AS57707
193.149.129.29,ipv4,193.149.0.0/16,AS399629
::ffff:167.235.9.82,ipv6,::/32,AS24940
2a01:4f9:3a:1893::2,ipv6,2a01:4f9::/32,AS24940
2a02:e98:20:1504::1,ipv6,2a02:e98::/32,AS24641
86.111.48.71,ipv4,86.111.0.0/16,AS50304
::ffff:209.127.20.106,ipv6,::/32,AS55286
::ffff:202.61.248.219,ipv6,::/32,AS197540
58.182.85.69,ipv4,58.182.0.0/16,AS55430
::ffff:174.89.121.139,ipv6,::/32,AS577
::ffff:143.110.240.26,ipv6,::/32,AS14061
2a03:b0c0:1:e0::781:b001,ipv6,2a03:b0c0::/32,AS749
2.132.103.27,ipv4,2.132.0.0/16,AS9198
179.61.197.32,ipv4,179.61.0.0/16,AS174
2a01:4f8:c2c:a97b::1,ipv6,2a01:4f8::/32,AS24940
88.86.125.50,ipv4,88.86.0.0/16,AS39392
85.156.144.32,ipv4,85.156.0.0/16,AS719
88.99.21.116,ipv4,88.99.0.0/16,AS24940
209.97.187.190,ipv4,209.97.0.0/16,AS14061
::ffff:64.187.175.226,ipv6,::/32,AS11404
2a01:4f9:5a:10cb::2,ipv6,2a01:4f9::/32,AS24940
143.110.252.127,ipv4,143.110.0.0/16,AS14061
66.183.0.205,ipv4,66.183.0.0/16,AS852
2600:1900:40b0:3af2:0:3::,ipv6,2600:1900::/32,AS15169
124.222.39.240,ipv4,124.222.0.0/16,AS45090
95.111.255.118,ipv4,95.111.0.0/16,AS51167
70.108.32.85,ipv4,70.108.0.0/16,AS701
2a01:e0a:573:e6f0:74c0:ad9e:d6b1:a524,ipv6,2a01:e0a::/32,AS721
86.89.2.205,ipv4,86.89.0.0/16,AS1136
167.172.157.211,ipv4,167.172.0.0/16,AS14061
2403:6200:8821:2fdf:3903:a2b1:9f:c897,ipv6,2403:6200::/32,AS45758
131.153.239.65,ipv4,131.153.0.0/16,AS19437
67.222.131.151,ipv4,67.222.0.0/16,AS30277
47.206.64.163,ipv4,47.206.0.0/16,AS5650
82.199.102.10,ipv4,82.199.0.0/16,AS29124
2603:3020:190d:e200:812f:24c:dcbd:c83c,ipv6,2603:3020::/32,AS4134
47.153.185.96,ipv4,47.153.0.0/16,AS5650
2a01:7e01::f03c:93ff:fea7:1135,ipv6,2a01:7e01::/32,AS63949
34.93.152.123,ipv4,34.93.0.0/16,AS396982
95.208.144.69,ipv4,95.208.0.0/16,AS3209
18.183.194.181,ipv4,18.183.0.0/16,AS8987
87.172.209.18,ipv4,87.172.0.0/16,AS3320
::ffff:79.124.7.241,ipv6,::/32,AS203380
2a01:4f9:2a:7d0::2,ipv6,2a01:4f9::/32,AS24940
77.105.132.104,ipv4,77.105.0.0/16,AS215939
::ffff:18.219.160.248,ipv6,::/32,AS8987
51.159.194.60,ipv4,51.159.0.0/16,AS12876
85.195.83.50,ipv4,85.195.0.0/16,AS29066
2604:a880:400:d0::1d46:c001,ipv6,2604:a880::/32,AS749
76.67.19.129,ipv4,76.67.0.0/16,AS577
2604:a880:4:1d0::133:8000,ipv6,2604:a880::/32,AS4538
2604:a880:cad:d0::d8c:d001,ipv6,2604:a880::/32,AS14061
88.99.199.118,ipv4,88.99.0.0/16,AS24940
116.203.151.175,ipv4,116.203.0.0/16,AS24940
35.194.147.142,ipv4,35.194.0.0/16,AS15169
149.102.146.153,ipv4,149.102.0.0/16,AS174
212.185.86.84,ipv4,212.185.0.0/16,AS3320
2a01:4f8:c0c:517::1,ipv6,2a01:4f8::/32,AS24940
94.130.90.187,ipv4,94.130.0.0/16,AS24940
95.216.30.47,ipv4,95.216.0.0/16,AS24940
71.212.4.212,ipv4,71.212.0.0/16,AS209
81.165.92.16,ipv4,81.165.0.0/16,AS6848
134.122.22.241,ipv4,134.122.0.0/16,AS14061
136.243.167.51,ipv4,136.243.0.0/16,AS24940
240e:388:751a:6200:2bca:5b9a:e6cc:4825,ipv6,240e:388::/32,AS4134
::ffff:92.221.20.232,ipv6,::/32,AS29695
::ffff:167.114.210.39,ipv6,::/32,AS16276
31.30.59.201,ipv4,31.30.0.0/16,AS16019
::ffff:45.130.23.105,ipv6,::/32,AS43357
79.249.216.254,ipv4,79.249.0.0/16,AS3320
18.183.85.22,ipv4,18.183.0.0/16,AS8987
15.235.82.178,ipv4,15.235.0.0/16,AS16276
218.43.123.236,ipv4,218.43.0.0/16,AS4713
::ffff:89.65.140.84,ipv6,::/32,AS6830
104.15.221.99,ipv4,104.15.0.0/16,AS7018
216.232.100.159,ipv4,216.232.0.0/16,AS852
5.189.132.247,ipv4,5.189.0.0/16,AS51167
65.108.123.221,ipv4,65.108.0.0/16,AS24940
5.161.59.64,ipv4,5.161.0.0/16,AS24940
::ffff:134.65.193.149,ipv6,::/32,AS44486
75.140.81.51,ipv4,75.140.0.0/16,AS20115
2602:47:247a:8100::1,ipv6,2602:47::/32,AS209
2a07:e01:3:223::1,ipv6,2a07:e01::/32,AS210083
99.148.47.138,ipv4,99.148.0.0/16,AS7018
18.221.72.130,ipv4,18.221.0.0/16,AS8987
79.137.203.74,ipv4,79.137.0.0/16,AS210644
77.78.126.46,ipv4,77.78.0.0/16,AS15685
213.239.206.145,ipv4,213.239.0.0/16,AS24940
2a01:e0a:185:55f0:be08:8ade:397c:d6c7,ipv6,2a01:e0a::/32,AS714
54.184.35.94,ipv4,54.184.0.0/16,AS8987
2a01:4f9:c010:4969::1,ipv6,2a01:4f9::/32,AS24940
92.135.23.86,ipv4,92.135.0.0/16,AS3215
46.31.220.16,ipv4,46.31.0.0/16,AS29413
191.255.221.37,ipv4,191.255.0.0/16,AS27699
52.185.160.51,ipv4,52.185.0.0/16,AS8075
45.76.165.182,ipv4,45.76.0.0/16,AS20473
68.193.141.213,ipv4,68.193.0.0/16,AS6128
2605:6400:30:fd0c:69d1:a5d6:8b4d:f9dd,ipv6,2605:6400::/32,AS53667
213.168.190.59,ipv4,213.168.0.0/16,AS15614
164.90.224.123,ipv4,164.90.0.0/16,AS14061
91.92.144.226,ipv4,91.92.0.0/16,AS44901
2a01:4f8:221:15d2::2,ipv6,2a01:4f8::/32,AS24940
95.89.57.18,ipv4,95.89.0.0/16,AS3209
158.255.213.21,ipv4,158.255.0.0/16,AS9009
176.79.128.166,ipv4,176.79.0.0/16,AS3243
192.241.142.27,ipv4,192.241.0.0/16,AS14061
::ffff:213.109.162.199,ipv6,::/32,AS197540
98.143.77.117,ipv4,98.143.0.0/16,AS7057
65.109.157.55,ipv4,65.109.0.0/16,AS24940
54.38.204.27,ipv4,54.38.0.0/16,AS16276
2a00:1169:116:c0c0::,ipv6,2a00:1169::/32,AS8972
2607:9280:b:73b:250:56ff:fe21:9c2f,ipv6,2607:9280::/32,AS395502
185.65.93.104,ipv4,185.65.0.0/16,AS201730
2.63.103.16,ipv4,2.63.0.0/16,AS12389
::ffff:217.92.137.136,ipv6,::/32,AS3320
52.200.253.42,ipv4,52.200.0.0/16,AS8987
::ffff:43.128.67.193,ipv6,::/32,AS132203
185.16.39.206,ipv4,185.16.0.0/16,AS201814
85.246.178.143,ipv4,85.246.0.0/16,AS3243
167.99.45.32,ipv4,167.99.0.0/16,AS14061
::ffff:34.71.25.216,ipv6,::/32,AS396982
2400:6180:0:d0::f16:f001,ipv6,2400:6180::/32,AS14061
47.201.252.139,ipv4,47.201.0.0/16,AS5650
::ffff:143.110.179.108,ipv6,::/32,AS14061
212.17.120.197,ipv4,212.17.0.0/16,AS8412
35.228.210.193,ipv4,35.228.0.0/16,AS396982
135.181.136.235,ipv4,135.181.0.0/16,AS24940
104.10.173.220,ipv4,104.10.0.0/16,AS7018
206.81.29.173,ipv4,206.81.0.0/16,AS14061
82.35.238.116,ipv4,82.35.0.0/16,AS5089
2409:8a00:bd:b90:b9ff:b478:2881:bdb8,ipv6,2409:8a00::/32,AS7029
78.94.29.85,ipv4,78.94.0.0/16,AS3209
163.172.84.134,ipv4,163.172.0.0/16,AS12876
::ffff:95.117.2.121,ipv6,::/32,AS6805
89.38.96.198,ipv4,89.38.0.0/16,AS49981
18.183.167.141,ipv4,18.183.0.0/16,AS8987
2a03:b0c0:1:e0::77e:4001,ipv6,2a03:b0c0::/32,AS749
2a01:4f8:c0c:ead9::1,ipv6,2a01:4f8::/32,AS24940
31.193.136.80,ipv4,31.193.0.0/16,AS29550
204.16.244.120,ipv4,204.16.0.0/16,AS20326
3.231.24.151,ipv4,3.231.0.0/16,AS8987
::ffff:34.95.17.184,ipv6,::/32,AS396982
109.207.79.248,ipv4,109.207.0.0/16,AS44709
82.19.248.24,ipv4,82.19.0.0/16,AS5089
73.111.186.31,ipv4,73.111.0.0/16,AS7922
135.180.241.227,ipv4,135.180.0.0/16,AS1299
54.235.25.66,ipv4,54.235.0.0/16,AS8987
179.83.239.230,ipv4,179.83.0.0/16,AS18881
240e:390:360:7200:1210:ff:fe00:10,ipv6,240e:390::/32,AS4134
2400:6180:100:d0::a56:c001,ipv6,2400:6180::/32,AS14061
2a02:2780::e01a,ipv6,2a02:2780::/32,AS35434
75.28.39.19,ipv4,75.28.0.0/16,AS7018
2804:14d:78a0:4e80::1000,ipv6,2804:14d::/32,AS28573
63.225.188.169,ipv4,63.225.0.0/16,AS209
65.21.247.134,ipv4,65.21.0.0/16,AS24940
2a02:6d40:3037:b701:dea6:32ff:fe44:4b25,ipv6,2a02:6d40::/32,AS42652
::ffff:163.172.86.28,ipv6,::/32,AS12876
74.118.136.137,ipv4,74.118.0.0/16,AS20326
178.209.62.30,ipv4,178.209.0.0/16,AS29691
45.44.213.123,ipv4,45.44.0.0/16,AS54198
142.188.125.200,ipv4,142.188.0.0/16,AS577
2409:8a20:c23d:1922::1002,ipv6,2409:8a20::/32,AS9808
::ffff:161.97.67.106,ipv6,::/32,AS51167
167.235.10.153,ipv4,167.235.0.0/16,AS24940
::ffff:84.183.244.114,ipv6,::/32,AS3320
2003:e2:4f08:6f00:9209:d0ff:fe33:76bb,ipv6,2003:e2::/32,AS3320
81.242.85.145,ipv4,81.242.0.0/16,AS5432
130.44.132.180,ipv4,130.44.0.0/16,AS6079
2403:6200:8841:df5c:1912:f93a:9f0f:d51,ipv6,2403:6200::/32,AS8851
76.182.54.120,ipv4,76.182.0.0/16,AS11426
96.60.14.222,ipv4,96.60.0.0/16,AS4181
192.99.37.171,ipv4,192.99.0.0/16,AS16276
85.70.179.198,ipv4,85.70.0.0/16,AS5610
85.246.93.219,ipv4,85.246.0.0/16,AS3243
2602:294:0:c7::2,ipv6,2602:294::/32,AS26042
2607:f2f8:ad40:bc1::1,ipv6,2607:f2f8::/32,AS25795
217.64.47.200,ipv4,217.64.0.0/16,AS39324
65.21.124.153,ipv4,65.21.0.0/16,AS24940
65.109.61.173,ipv4,65.109.0.0/16,AS24940
95.216.159.206,ipv4,95.216.0.0/16,AS24940
75.49.198.211,ipv4,75.49.0.0/16,AS7018
2001:1bc0:c1::2000,ipv6,2001:1bc0::/32,AS29686
85.214.220.79,ipv4,85.214.0.0/16,AS6724
83.65.206.74,ipv4,83.65.0.0/16,AS8412
2402:1f00:8000:800::b03,ipv6,2402:1f00::/32,AS16276
88.146.114.173,ipv4,88.146.0.0/16,AS29208
::ffff:98.24.180.157,ipv6,::/32,AS11426
::ffff:94.134.6.131,ipv6,::/32,AS8881
173.168.140.210,ipv4,173.168.0.0/16,AS33363
51.15.11.99,ipv4,51.15.0.0/16,AS12876
::ffff:24.52.248.187,ipv6,::/32,AS5645
2a01:4f9:2a:21eb::2,ipv6,2a01:4f9::/32,AS24940
2001:1284:f508:300a:d0ac:44fd:5e79:fd43,ipv6,2001:1284::/32,AS12978
34.90.160.87,ipv4,34.90.0.0/16,AS396982
185.153.196.162,ipv4,185.153.0.0/16,AS56380
18.157.80.88,ipv4,18.157.0.0/16,AS8987
2a01:4f8:221:210b::2,ipv6,2a01:4f8::/32,AS24940
2603:3023:201:8c00:9141:d699:552a:b867,ipv6,2603:3023::/32,AS3269
164.132.200.159,ipv4,164.132.0.0/16,AS16276
